Aor_ID,Aee_ID,Q_ID,Answer
46548,46559,46861,"Kohati ma olen kõrvalt vaadanud, et koosolekuks ettevalmistus võiks olla parem. Nt võiks asjaosalised teada enne koosolekule tulekut taustainfot koosoleku teemal. Ajakirjanike hommikustel koosolekutel oli mõnikord ta jätnud mõned päevakajalised sündmused märkamata. Nt kui hommikul on mõni kohtuistung või pressikonverents, siis peaks selle kajastaja olema selge juba eelmisel päeval, mitte ei peaks seda otsima hommikusel koosolekul."
46548,46572,46386,Kohati on ta konfliktolukordades liiga tuline ja emotsionaalne.
46548,46559,46400,"Kohati pealiskaudne lugude toimetamisel. Mulle on jäänud kõrvalt mulje, et kui artikkel on tehtud hästi, siis ta pigem vaatab selle kiiresti läbi ja ei mõtle sellele, kuidas seda veelgi paremaks või tugevamaks teha. See tuleneb tõenäoliselt sellest, et Kristi ongi kiire tegutseja. Aga on olukordi, kus võibolla tuleks rohkem süüvida ja olla põhjalikum, et hästi tehtud töö muutuks ideaalseks või brlijantseks. Seetõttu ma soovitan aeg-ajalt näiteks lugude toimetamisel võtta rohkem aega ja mitte lähtuda toimetama asudes autorist, vaid ollagi võibolla, et isegi detailides noriv. Nii võib lõpuks saada heast materjalist veelgi parema. Samuti võiks lugude puhul Kristi olla rohkem kaasavam. Tal endal on peas olemas tõenäoliset juba see, kuidas lugu esitada ja välja mängida, aga võiks pakkuda ka võimalusi teistele oma ideid pakkuda."
46563,46571,46400,"Kohatine pinnapealsus, süvenematus. Ilmselt ajapuudusest tingitud. Lahendust raske pakkuda."
46503,46571,46401,"kohusetundlik, abivalmis, sõbralik"
46548,46558,46401,"Kohusetundlik, initsiatiivikas, ei karda ebadratsioonilisi"
46571,46557,46401,"kohusetundlik, iseseisev, ettevaatlik"
46548,46559,46401,"Kohusetundlik, kiire,"
46489,46489,46401,"kohusetundlik, oskan vastutus enda peale võtma, aus"
46489,46556,46401,"kohusetundlik, positiivne, abivalmis"
46553,46560,46401,"Kohusetundlik, tasakaalukas, mõistlik."
46548,46558,46546,"Kohusetundlik. Kui ma veel olin Kertu ülemus, siis ma võisin tema peale olla 100% kindel. Ta teeb ära need asjad, mida ta lubab ja ta teeb ka tavaliselt rohkem. On initsiatiivikas, talle ei pea ütlema, et nüüd on see asi vaja teha või teine asi. Li"
46564,46568,46861,Kõigi nõrk koht Äripäevas
46408,46552,46861,"Kõik koosolekud, mille Erika kokku kutsub, on 100% põhjendatud ja alati põhjalikult ette valmistatud.
Need on töised ja edasiviivad. Sageli ka vajalikud materjalid ette saadetud. See annab võimaluse ka ise enne koosolukut eeltööd teha ja hoida kokku koosolekule kuluvat aega."
46436,46555,46400,"Kokkulepe teise osakonnaga. Kuulata ära mõlemad pooled. Teavitada mõlemat kummagi ootustest. Pakkuda kompromiss ja teavitada mõlemat. Kuulata ära, kas mõlemad on nõus. Vajadusel korrigeerida. Edaspidi pidada kinni kokkulepetest."
46551,46553,46400,"Kokkulepetest, mis ei ole otseselt numbriga mõõdetavad, ei pruugi osapooled ühtviisi aru saada. Liigne usaldus võib siin kätte maksta."
46498,46551,46401,"Kompetentne omas valdkonnas, sihikindel, otsustusvõimeline"
46548,46557,46546,"Kompetentne. Minul on hästi jäänud meelde esimene koosolek Kerttuga. Me olime just saanud lõpule meie kõige suurema muudatuse ehk muutnud veebi kujundust. See oli läinud üle kivide ja kändude ning lõpptulemus oli kehv. Sellel esimesel koosolekul sain ma Kerttult hästi konkreetse ülevaate, mida me oleme teinud valesti. Ja siis ma mõtlesin, et peaasi, et see inimene nüüd esimestel nädalatel ära ei ehmata talle avanenud pildi ees, sest sellisest kompetentsist oli meil puudu."
46557,46571,46400,"Konfliktiolukordades muutud vahel asjatult pahuraks, vastupanu tekkides võid hakata teist poolt suruma."
46557,46551,46400,"Konfliktiolukorras muutud jäigaks, mõnikord ka emotsionaalseks, vahel tekib asjatut vastandumist. Abiks oleks vast mõned enesevalitsemise harjutused:)"
46492,46552,46546,"Konfliktisituatsioonides kuulab ta enne mõlemad osapooled ära, kui midagi teeb või ütleb."
46477,46548,46546,"Konfliktseid olukordi ette ei ole tulnud, mis tähendab, et nende olukordade lahendus ja kontroll on tal olemas juba algfaasis. Reageerib probleemide kiiresti ja oskab neid ka kiiresti ja valutult lahendada."
46561,46555,46544,"Konfliktses olukorras suudab Joanna tasakaalu säilitada ja püüab leida pooli rahuldavat lahendust. Ei võtta töist konflikti isiklikult, ei kanna negatiivset olukorda pikalt enesega ega tekita eelarvamusi."
46561,46553,46546,"Konfliktsetes olukordades ei lähtu igor kunagi emotsioonidest, vaid toetub ratsionaalsetele argumentidele."
46568,46564,46401,"konkreetne, enesekindel, tark"
46519,46551,46401,"Konkreetne, õiglane,avatud"
46557,46554,46400,"Konkreetsetes tööolukordades on kokkupuutepinda nii vähe, et ma ei oska kommenteerida."
46557,46555,46400,"Konkreetsetes tööolukordades on kokkupuutepinda nii vähe, et ma ei oska kommenteerida."
46557,46554,46544,"Konkreetsetes tööolukordades on kokkupuutepinda nii vähe, et ma ei oska kommenteerida."
46557,46555,46544,"Konkreetsetes tööolukordades on kokkupuutepinda nii vähe, et ma ei oska kommenteerida."
46442,46572,46388,Konkursside puhul ei otsusta üksi võitjat vaid kaasab teisi ka protsessi
46572,46548,46401,"Konstruktiivne, sõbralik, põhjalik."
46552,46560,46400,"Konstruktiivsed ja sõbralikud koostöösuhted on ühiste eesmärkide saavutamiseks kriitilised. Vahel tekib süüdistamise-survestamise momente, mis mõjuvad üpris destruktiivselt. Toetava ja lahendustele orienteeritud koostöö abil jõuab sihtpunkti kergemini."
46563,46572,46389,"Kontrollid end hästi. Teinekord oled mõne jaoks liialt emotsionaalne, kuid eelmainitud hääletooni pole täheldanud."
46460,46552,46545,kontrollid väga hästi emotsioone ja pingelistes olukordades jääd tasakaalukaks. See on imetlusväärne!
46553,46553,46545,Kontrollin oma emotsioone.
46564,46564,46863,Koolitajana mulle meeldib selline juhendamine.
46548,46558,46861,"Koosolekud on küll ettevalmistatud, aga kohati ma tunnen, et see ettevalmistus on liiga põhjalik ja seetõttu kaob fookus ära ning koosolekul võib juhtuda, et tegeletakse teemadega, mis polegi selle koosoleku kontekstis nii olulise"
46567,46569,46861,Koosolekud on temale tähtsad. Ettevalmistatus on alati tasemel
46561,46571,46861,Koosolekud tuginevad enamasti Toomase poolt hästi ette valmistatud finantsaruannetel
46523,46555,46861,Koosolekud võiksid konkreetsemad olla ja rohkem ette valmistatud.
46554,46571,46546,koosolekuid juhtida
46442,46572,46384,Koosolekul võtab alati sõna ja käib välja oma ideid
46548,46563,46861,"Koosolekute ettevalmistus on ka üks tema nõrku külgi. Mulle on jäänud mulje, et ta pole püsiva iseloomuga ja seetõttu ta ei pea ka väga oluliseks pikalt valmistada koosolekuid ette. Ta seda kindlasti teeb, aga mõnikord on see ettevalmistus vormiline ja nö viimasel minutil. Nt kui on rutiinne korra kuus toimuv koosolek, kus lepitakse kokku, et Meelis peab järgmisel koosolekuks midagi tegema. Ta ärkab liiga hilja ehk kuu aja pärast enne koosolekut ja siis on see ettevalmistus tehtud kiirustedes ning nö vormiline. Ma ise kõrvalt tundsin seda probleemi turundustegevuste planeerimisel."
46548,46569,46546,"Koosolekute korraldaus. Rivo valmistab end koosolekuteks hästi ette ja hoolitseb ka selle eest, et teised oleksid informeeri"
46567,46548,46861,Koosolekutel ei istu kunagi vaikselt. Oma arvamus on täiesti argumenteeritud. Järelikult on ka ettevalmistus hea.
46563,46549,46545,Koosolekutel surve alla jäädes suudad end selgelt väljendades lahendusi välja pakku
46442,46572,46390,Koosolekutel võtab sõna ja pakub välja ideid ja vajadusel järgib protsesso
46549,46489,46400,"Koostöö (soovitus kõrvaltvaatajana): DV toimetuse koostöö turundusega. Senisest parema tulemuse võiks anda, kui:
1) enam usaldada, vähem kahtlustada ja kontrollida ning luua avatumad suhted; 
2) jagada selged tööülesanded, täpsustada ootused turundusjuhile ja anda konstruktiivset tagasisidet saavutatud tulemuste kohta;
3) anda enam vastutust, et saavutada senisest parem koostöö sünergia toimetuse ja turunduse vahel."
46549,46551,46545,"Koostöö: töötab hästi kaasa meeskonna liikmena, arendab meeskonnas koostöösuhteid.
Tugev (projekti)juht-meeskonna liider, käivitaja."
46864,46567,46400,"Kord aastas toimuval arenguvestlusel peaks omavahel kokku leppima personaalse uue aasta plaani. Enne vestlust on mõlemil aega oma ettepanekud läbi mõelda ning siis koos see plaan koostada. See ei peagi olema midagi suurt. Kasvõi ühe uue programmi selgeks tegemine.
Peaasi, et asjad liiguvad."
46561,46562,46394,"Kord nädalas saame jagada omavahel koosolekutel infot, vahepealsel ajal on meil töiseid kokkupuuteid vähem ja regulaarse infovahetuse vajadus puudub"
46564,46564,46386,"Kõrge hinde saaksin panna siis, kui mul ei oleks enne lahendamist mõnikord juba lahendus enda jaoks selge. Pole ehk siis alati 100% erapooletu ja lasen enda elukogemusel end mõjutada"
46566,46549,46401,"Kõrge pingetaluvusega, kohusetundlik, täpne"
46549,46489,46389,Kõrge pingetaluvusega. Emotsionaalne
46563,46550,46401,Korralik. Sihikindel. Lahendustele keskendunud.
46492,46552,46401,"Korrektne, kohusetundlik ja inspireeriv."
46450,46548,46393,"Kõrvalt vaadates tundub vahel, et see töökoormus ja ülesanded, mis tal on, neid võiks vabalt delegeerida, aga paraku ei kujuta muidugi väga ette, kellele."
46450,46569,46393,"Kõrvalt vaadates vahel tundub, et teeb vahepeal küll vist liiga palju, samas ei tea, kui palju tal on võimalust oma ülesandeid delegeerida. Mõningate lugude puhul on küll nii, et hakkab ise tausta otsima, selle asemel, et lasta ajakirjanikul seda teha ja oma aega kokku hoida."
46566,46553,46384,"Kriisiaegsed valusad kulukärped on tagantjärele vaadates ainuõige valik, see vabastas organisatsiooni kiirelt piinadest ning lubas jalad uuesti maha saada"
46559,46559,46546,"Kriisiolukorra lahendamine, kus tuleb kiiresti otsustada, kes mida tegema hakkab, mis ajaks see valmis saab."
46551,46553,46546,kriitilise hetke koosolekud
46551,46489,46400,"Kriitiliselt hetkel otsi lahendusi, need on tihti lihtsamad kui esialgu tunduda võib"
46548,46563,46544,"Kriitiliste olukordade lahendamine. Kujundusosakonna juhi probleemi lahendamine. Osakonnas oli väga hea spetsialist, kes täitis ka juhi kohustusi. Juhiks ta aga tegelikult hästi ei sobinud, tekitas konflikte ja pingeid ning samas pärssis ka kujundusosakonna arengut. Selle probleemi lahendamise tegi Meelis kiiresti ja sellega ennetas probleemi võimendumist. Tulemus oli tegelikult win-win, pinged vähenesid ja hea spetsialist jäi tööle."
46551,46551,46546,"kriitilistel hetkedel tuleb kuskilt nagi mingi lisaenergia, siis tunnen, et olen vajalik"
46455,46557,46546,Kriitlistes ja närvilistes olukordades ei kaota pead ja jääb rahulikuks. Suudab rahulikult asjaga edasi minna ega lähe kolleegide  närvilisusega kaasa.
46569,46559,46546,"Kristi innustab ja tema olek ning suhtumine on edasiviiv, lahendusele keskenduv. Ka siis, kui midagi ei tööta parasjagu või on takistusi. Virisemise asemel lepib ta kiiresti reaalsusega ning hakkab vajadusel lahendust otsima."
46569,46559,46545,"Kristi jääb alati rahulikuks - nii pingelistes olukordades (näiteks on palju infot ning selle seast on vaja kiiresti valida olulisim, millega tegeleda) kui tulistest aruteludest osa võttes."
46569,46559,46544,"Kristi julgeb ja ütleb oma sõna sekka, kus vaja on. See julgus innustab ka ajakirjanikke oma arvamust välja ütlema, enda eest seisma ning oma seisukohti argumenteerima ja põhjendama."
46548,46559,46381,"Kristil ei ole probleeme anda alluvatele võimalus iseseisvalt vastutust võtta. Ta seda võimalust aga aeg-ajalt ei paku, sest teab, et kui ta teeb ise asjad ära, siis saavad need kiiremini tehtud. Mingites olukordades aga ta võiks leppida sellega, et keegi teine teeb, aga teeb aeglasemalt."
46554,46562,46546,"kuhu Mari käe külge paneb, see projekt üldiselt ka tuule tiibadesse saab"
46556,46571,46545,"Kui abi vaja, on Toomas alati olemas ega kirtsuta nina."
46560,46553,46400,"Kui aega ja jõudu jätkub, siis võiks veelgi enam inimestega suhelda, neid kuulata. Mulle tundub, et see töötajatele meeldiks."
46418,46548,46382,"Kui Aivar on toimetaja rollis, siis on kogu toimetuses meeldiv ja töine õhkkond, segadus puudub"
46468,46550,46382,"Kui Anu on puhkusel või ära, on see kohe tunda, sest ei ole nii lõbus."
46453,46550,46394,Kui halvasti ei ole - ju siis pole ka vaja midagi öelda. Kui on hästi - siis nii peabk
46450,46569,46383,"Kui ikka näha veel ei ole, et lugu hakkaks valmima, siis ta ka ei oota valmistoodet õhtuks oma lauale. Teisalt motiveerib piisavalt kiiresti asja ära tegema. Ideid, kuidas edukalt ja aega kulutamata eesmärgini jõuda, on palju."
46562,46554,46382,"Kui JAnel või Jane üksusel on vaja mõni planeerimatult kaela sadanud töö kiiresti ära teha, siis võtab Jane kätte, natuke vahel poriseb ka, aga teeb õigeks ajaks asja väga korralikult ära. Porin on ka pigem selline, et: kus te siis varem olite, enamasti on see pretensioon õigustatud ka."
46468,46550,46546,"Kui keegi jääb tööga jänni, siis tuleb appi ja annab nõu, mida teha."
46523,46555,46544,"Kui keegi töötajatest on midagi hästi teinud, siis näitab välja, et hindab seda."
46561,46562,46543,"Kui mari on milleski väga veendunud, siis ta sekkub üsna sageli."
46567,46569,46400,"Kui mingi süsteem ei tööta. Näiteks keegi, kellele  ta töid nö delegeerib ei ole oma ülesannete kõrgusel, siis selle tunnistamine võtab liiga kaua aega.  Peaks olema jõulisem. Näiteks projektid, mille tegemine mõnel inimesel on läinud mitme aasta vältel üle kivide ja kändude on uue inimese ülevõtmise järel töödanud ideaalselt. Ühesõnaga inimeste valik delegeerimiseks võiks olla hoolsam."
46524,46562,46544,"Kui mõni esineja on puudu või hüppab alt ära, siis Maril on alati ideid, keda asemele pakkuda."
46563,46550,46861,Kui mõni Pentagon nüüd välja arvata.
46460,46552,46546,"kui müük ei lähe, siis on sul alati olnud häid ettepanekuid, millist lisamotivatsiooni kasutada (erineva müügivõistlused, auhinnad jne)."
46571,46556,46546,"kui oled lubanud midagi teha, siis võib kindel olla, et see saab tehtud"
46571,46549,46545,kui oled motiveeritud suudad asju väga edukalt organiseerida ja ellu viia
46564,46564,46391,"Kui olen enda mõtetest üle saanud, siis kuulan kindlasti teiste arvamust ja ei karda oma otsust muuta."
46433,46569,46400,"Kui on nt tarvis kiirelt järgmise päeva lehte saada lugu mingist teemast, tuleks ajakirjanikuga maha istuda ja see teema läbi arutada. Ajakirjanik, kes millegi muuga parasjagu tegeles, ei suuda ennast võib-olla kohe ümber häälestada uuele teemale. Kindlasti ta neid asju teeb, aga võib-olla alati ei jõua lihtsalt ja see võib tekitada kohati pingeid."
46564,46564,46385,"Kui on olulised asjad, siis need on alati tähtaegadeks tehtud, seepärast kõrge hinne. Kui pole olulised asjad, siis nii kõrget hinnet ei paneks."
46460,46552,46387,"Kui on probleem, oled alati lahenduse leidmisele orienteeritud. Pingelistes olukordades on sul väga hea enesekontroll. Suudad jääda rahulikuks, kuulad ära erinevad osapoolsed ja leiad sujuvalt toimivad lahendused."
46504,46568,46544,"Kui on probleemne situatsioon, kuulab ära mõlemad osapooled ja püüab panna inimesed omavahel siiski sõbralikult olukorrale lahendust leidma. Laseb  esmalt mõlemal poolel tühjaks rääkida, oma versioonid ja siis suunab, et lahendust le"
46450,46569,46395,"Kui on tekkinud vaidlus mõne loo või teema olulisuse üle, ei lase ta endale pähe istuda, kui keegi arvab, et see ei ole oluline või seda pole vaja teha."
46564,46562,46544,"Kui on vaja asi päästa, kus teistel on usk juba kadunud, siis Mari suudab taaskäivitada projekti."
46561,46552,46544,"Kui on vaja mõnd aruannet müügistatistika kohta, siis saab see kiiresti lahendatud. Nii ei saa tekkida ebamäärast ja ebakindlat olukorda, mis on müügis väga oluline. Edu ja ebaedu põhjusi saab hästi analüüsida."
46561,46561,46388,"Kui on vaja teha kiireid muudatusi, mis võivad kujuneda ebapopulaarseks, siis selgitan ja informeerin nii palju kui võimalik, aga lõpliku otsuse võtan ise vastu. Vastasel korral võib vajalik otsus hoopis vastu võtmata jääda või venida liiga pikale."
46548,46548,46391,"Kui peaks hindama ainult seda, kas ma küsin arvamust, siis annaksin maksimum punktid. Argumenteeritud arvamuse arvestamisega on mul veel arenguruumi."
46488,46554,46387,kui probleemi lahendamine sõltub temast
46564,46568,46386,"Kui Reelikal tuleb seda teha, siis teeb seda hästi, kuid sageli väldib probleeme ja laseb asjadel kulgeda."
46563,46551,46544,"Kui sa näed probleemi (eelarve ei täitu vm), siis pakud lahenduse (lisatiraaž vm). Selle baasilt on alati hea edasi liikuda ka teistel."
46563,46557,46383,"Kui sügisel uus veeb tuleb, panen skaala päris lõppu. Seni on tulnud ette su juhitavas valdkonnas ka viivitusi, tõsi su eelkäijate tööst sõltuvalt paljustki."
46548,46559,46389,"Kui ta ka on kellegi või millegi suhtes kriitiline (võibolla mõnikord ka keegi teda vihastab), siis ei näita ta seda hääletooni või enda olekuga välja. Kristi on väga hea enesevalitsemisega ja ta ei vingu ega virise."
46562,46554,46389,"Kui tajub ebaõiglust, siis tuleb pisar silma ja keeruline on asjalikku juttu edasi ajada. Samas on see siiras ja mõistetav. Ja eks siis saab teha väikese pausi ja asju edasi arutada. Mõnikord on selle reaktsiooniga keeruline toime tulla, aga omadusena on see pigem sümpaatne, sest see ei ole virisemine, vingumine ega tige ka mit"
46562,46549,46544,"Kui tal on mingit turundusalast infot või häid uusi andmebaase vms, mis annab talle kolleegide ja teiste toodete ees eeliseid, siis ta jagab neid eeliseid meeleldi, kadeduseta kolleegidega. Hästi positiivne on, et ta seisab ettevõtte ühiste eesmärkide eest."
46563,46559,46395,"Kui teema on sulle oluline, ütled alati välja. Kui ei ole, on jäänud tunne, et mitte. Aga küsimus käis oluliste teemade kohta"
46567,46556,46544,"Kui tekib mingil põhjusel keeruline olukord, siis tema suudab ennast ja alluvaid hästi mobiliseerida. Suudab väikeste vahenditega teha suuri asju."
46568,46564,46546,"Kui tekkib raske olukord, otsib ja leiab lahenduse, ei kard teha kardinaalseid muudatusi ja riske võtta. Tavaliselt tasub see ära ja toob tulemusti."
46550,46569,46546,"Kui tema poole mingi probleemiga pöörduda, siis on kindel, et ta selle ära lahendab. Teeb algul kiire lahenduse ise ja siis otsib, kuidas asi süsteemselt paika panna."
46460,46552,46386,"Kui töös esineb arusaamatus, siis tegutsed esimesel võimalusel ja kutsud laua taha probleemiga seotud osapooled. Oled operatiivne, kiire tegutseja ja lahenduste leidmisele orienteeritud."
46492,46552,46400,"Kui vaadata korra uuesti konfliktisituatsioone, siis olukord saab lahendatud positiivselt. Küll aga olen ma täheldanud hiljem tekkivat negatiivse maiguga emotsiooni osapoole suhtes, kes on temast rohkem erinev. Inimesed on kõik erinevad ja väljendavad ennast erinevalt. Kõike ei julgeta alati rääkida ka ja eriti kõrgema"
46535,46556,46543,Kuidas kunagi. Hea tuju korral oled hea kuulaja. Paha tuju korral võid ka teistest üle sõita. Ikkagi inimene.
46548,46559,46385,"Kuigi ma puutun Kristiga kokku väga tihedalt, ei meenu mulle ühtegi korda, kui ta oleks jätnud mõne kohustuse või lubaduse täitmata. Tema peale saab olla väga kindel,"
46450,46548,46544,"Kuigi tundub, et Aivar on väga heasüdamlik ja sõbralik, siis kollektiivis tekkinud probleemide korral või mõne konflikti puhul suudab ta olla konkreetne ja asja selgelt ära klaarida. Need kaks asja kokku on head omadused - sa tead, et inimest võib usaldada, ta on vastutulelik ja heatahtlik, aga samas pead arvestama, et kui mingi jamaga hakkama saad, siis seda nii"
46569,46550,46862,Kujundus- ja küljendustoimetus.
46468,46550,46862,kujundus- ja küljetoimetus
46563,46572,46383,Kummardus eduka Eesti ee
46561,46553,46861,"kuna koosolekuid on palju, siis ta ei jõua alati eelnevalt detailidesse süveneda"
46550,46550,46546,"Kuna ma ka ei oska kõiki oma osakonna töid teha, siis olen omandanud delegeerimise."
46535,46556,46546,"Kuna meie majandusasjad on korras, siis oled sa eelarve koostamise ja selles püsimisega väga hästi toime tulnud. Seda oled sa paljuski teinud enda arvelt, kuna vastutad nii ürituste, ajakirja, lisalehe kui ka kõige muu eest. Varasemast vähem oled hakanud delegeerima, kuid tundub, et vähemasti li puhul see õigustab end."
46564,46562,46381,"Kuna otsesed alluvad on juhid, siis ega muudmoodi ei saa, kui neile vastus anda ja motiveerida eesmärke täitma."
46563,46549,46381,"Kuna sul otseselt alluvaid pole, on seda punkti raske hinnata"
46503,46571,46861,Kuna töökohtustusi ja ülesandeid on väga palju siis fokuseerib põhitähelepanu erakorralistele tähtsatele koosolekutele.
46561,46571,46385,"Kuna vastutusvaldkond on lai ja aega vähe, siis jääb vahel osa lubadusi pikalt ootele"
46571,46553,46544,"kus võimalik, annad alluvatele palju iseseisvust"
46548,46550,46391,Küsib arvamust ja arvestab ka arvamusega.
46436,46555,46391,"Küsib küll. Kas alati ka arvestab või ei arvesta, ei oska väga kindlalt öelda."
46548,46572,46545,"Küsib nõu. See on tema puhul üks väga hea omadus. Ta enne otsuse langetamist küsib nõu ja see aitab tal vältida vigu. Nt oli väga õige otsus loobuda katseajal Alo teenetest, Kui ta poleks seda otsust teinud, siis oleks see tähendanud probleemide edasi lükkamist. Mulle meeldis, et ta oli selle otsuse juba eelnevalt enda jaoks läbi mõelnud ja langetanud, kuid enne lõplikku otsustamist küsis veel kõrvalt arvamust."
46523,46555,46546,Küsib tagasisidet ja hindab kolleegide ettepanekuid.
46563,46553,46391,"Küsid kindlasti. Ma ei oska öelda, palju sa neid arvestad."
46563,46568,46391,Küsid küll:)
46563,46571,46546,Küsid olulisi küsimusi. Lähed vajadusel tagasi algse teema juurde.
46549,46572,46543,"Kuulab teisi, mõistab nende tundeid, mõtteid, muresid."
46549,46563,46543,"Kuulab teisi, mõistab nende tundeid, mõtteid, muresid. Oskab ja peab vajalikuks oma mõtteid alluvatega jagada, oskab avatult ja sõbralikult suhelda. Peab lugu oma töötajatest."
46549,46572,46391,"Kuulab teisi.
Jagab oma arvamust kolleegidega. 
Oskab ja peab vajalikuks oma mõtteid kaastöötajateg jagada, oskab avatult ja sõbralikult suhelda."
46549,46551,46543,"Kuulab teisi. Oskab ja peab vajalikuks oma mõtteid kaastöötajatega jagada, oskab avatult ja sõbralikult suhelda."
46549,46489,46543,"Kuulab teisi. Oskab ja peab vajalikuks oma mõtteid teistega vajadusel jagada, oskab avatult ja sõbralikult suhelda. Peab lugu oma töötajatest."
46473,46564,46543,"Kuulab, arvestab, kuid tal on alati oma arvamus."
46516,46562,46400,"Kuulama, usaldama, ülepinget ennetama."
46561,46561,46543,"Kuulamine ja teiste tunnetega arvestamine on minu jaoks mõneti erinevatel skaaladel, seepärast on ühtset hinnangut raske anda. ma arvan, et arvestan teiste tunnetega, aga segan sageli teiste jutule vahele ilma lõpuni kuulamata."
46561,46555,46543,Kuulamisoskust saab lihvida
46554,46556,46389,"kuulates teinekord kõrvalt, siis kasutab emaliku hääletooni nö allikatega rääkides, aga kui see teisi ei häiri, siis lase edasi:)"
46534,46550,46400,"Kuulda on olnud soovist arenguvestluste järgi. Kuigi Anu on alati vestluseks avatud, on arenguvestlus teises toonis ja teistel teemadel."
46562,46553,46544,Läbirääkimised erinavate osapooltega jõuavad enamasti soovitud tulemuseni. Nt toimetuse ja reklaamiosakonna vastuolude lahendamine.
46443,46564,46544,"Läbirääkimised koolitajatega. Kui meil on kohtumine mõne olemasoleva koolitajaga, siis oleme tihtipeale kokku leppinud eelnevalt, millised on meie piirid konkreetse koolitajaga. Mihkel oskab koosolekut nii juhtida, et eelnevad piirid ja kokkulepped ei saa ületatud. Samas on koosolek väga tulemuslik ja seal jõutakse kokkulepeteni ja jätkutegevusteni, millega mõlemad osapooled rahul on."
46489,46489,46545,lahandan probleemid ilma konfliktita
46465,46568,46544,"Lahendab kiiresti kriisiolukorrad, võttes enda peale ülesandeid ja tegevusi, mis ei ole konkreetselt tema kohustus.   Aitab alati kõikvõimalikul moel."
46510,46560,46545,"Lahendab tasakaalukalt potentsiaalsed konfliktiolukorrad, põhjendades oma seisukohti ja otsides lahendust, samas mitte taganedes oma seisukohast ainult selleks, et konflikti vältida."
46550,46548,46544,"Lahendab töökorralduslikke olukordi selliselt, et inimesed tahavad olla osalised ja pakkuda enda poolt parima lahenduse. Kui on näiteks tulemas suur konverents, on selle kajastamisel ülesanded üldiselt paika pandud väikese valikuvõimalusega, nii et midagi vajalikku ei jää tegemata ja tegijad on ka rahul."
46551,46569,46400,"Lahendused on tihti lihtsamad, kui esialgu tunduvad, ei maksa alustuseks ära ehmatada"
46548,46563,46387,"Lahendused võivad lihtsalt jääda venima, sest erinevaid asju kuhjub, aga probleemide lahendamise eest ta ära ei põgene või neid ei väldi."
46549,46564,46387,"Lahendustele ja saavutustele orienteeritud. 
Enda ja teiste inimeste hea tajumine."
46549,46489,46387,Lahendustele ja saavuustele orienteeritud.
46484,46552,46383,"Läheneb eesmärkide täitmisele alati väga realistlikult.
Analüüsib püstitatud eesmärkide tulemusi ja arutleb alati mida võiks vajadusel muuta."
46553,46562,46546,Läheneb probleemidele sügavuti. Ei jää kunagi pealiskaudseks.
46563,46548,46546,"Lai ettevaatav pilk uutele tööülesannetele, toimetuse ja selle töökorralduse arengule. Börsitoimetuse areng ja sulandumine ülejäänud toimetuse tegemistesse viimastel kuudel silmnähtav. Toimetajate ringi tekkimine on liikumas õiges suunas. Kristi arengut on hea olnud jälgida."
46551,46550,46863,las alluvad arvavad
46548,46550,46545,"Leiab lahendusi ja ei virise ega tee põhjendamatult kriitikat. Ta ei näita välja, kui tal on paha tuju. Kui talle midagi ei meeldi, siis ta ütleb seda välja nii, et teised ei saa haiget."
46551,46566,46544,leiad õigeid inimesi õigetesse kohtadesse
46566,46552,46401,"Leidlik, süstemaatiline, hooliv, õiglane"
46526,46560,46383,"Lihtsaim näide: eelarve. Selle täitmise viise ei oska üks toimetaja küll enam välja mõelda, kuid just tema peaks olema see, kes seda täidab. Turundus- ja müügijõud, mida oleks kõige rohkem vaja, puudub. Eelarve koostamises toimetajad ei osalenud, esimest korda nägime numbreid siis, kui kõik oli juba kinnitatud. Julgen arvata, et seos reaalsusega on kohati õhkõrn."
46550,46566,46400,"Lihtsalt Raini töömahu pärast muretsedes võiks ta jätta lõpliku vastutuse ajakirja eest toimetajatele. Aga kui töö on ühtlasi ka hobi ja rõõm, siis miks mitte seda ka teha."
46553,46560,46544,Liina on kindlameelne ja kohusetundlik. Teadvustab hästi oma eesmärke ning püüdleb nende saavutamise suunas.
46526,46560,46861,"Liina tugev külg on kiired, asjalikud ja ülevaatlikud koosolekud."
46553,46560,46400,"Liinale tuleks kasuks suurem resoluutsus, jõulisem tegutsemine probleemide ilmnemisel"
46555,46561,46544,"Liivi annab tagasisidet rahulikult ja hinnanguvabalt, jagades soovitusi, kuidas võiks proovida ülesannet täita. Tema delikaatne suhtumine on väga suureks abiks ja ka motivaatoriks."
46555,46561,46545,"Liivi käitub alati sõbralikult ja rahulikult, mõjudes väga autoriteetselt ja usaldusväärselt. On tuntav, et tema kogemustele ja oskustele võib julgelt toetuda."
46555,46561,46546,"Liivi on kiire mõtlemisega ja analüütiline, tänu millele pakub ta lennult sobivaid lahendusi välja. Liivi on nii ratsionaalne kui ka loominguline, mistõttu on temaga hea nõupidamistel ja ajurünnakutel koos töötada."
46555,46561,46382,Liivi on pigem positiivselt neutraalne.
46553,46561,46400,"Liivile tuleks kasuks, kui ta teisitimõtleja lõpuni kuulaks ja prooviks tema omast erinevat arvamust rohkem mõis"
46442,46572,46382,Lõbusas tujus ja ruumi sisenedes alati teretab rõõmsalt kõiki.
46558,46558,46401,"Lojaalne, otseliikuv, teistsugune"
46497,46568,46545,Loob nauditava töökeskkonna.
